"","Border","Date","Measure","Value","Average"
"5812","US-Mexico Border","04/01/1999 12:00:00 AM","Personal Vehicle Passengers",19733584,17194459
"5809","US-Mexico Border","04/01/1999 12:00:00 AM","Personal Vehicles",7273817,6359771
"5826","US-Canada Border","04/01/1999 12:00:00 AM","Personal Vehicle Passengers",6416075,7676480
"5823","US-Mexico Border","04/01/1999 12:00:00 AM","Pedestrians",4109917,3482194
"5828","US-Canada Border","04/01/1999 12:00:00 AM","Personal Vehicles",2797112,3139770
"5821","US-Canada Border","04/01/1999 12:00:00 AM","Trucks",572772,491522
"5827","US-Canada Border","04/01/1999 12:00:00 AM","Truck Containers Full",436864,228791
"5819","US-Mexico Border","04/01/1999 12:00:00 AM","Trucks",365208,306586
"5815","US-Canada Border","04/01/1999 12:00:00 AM","Bus Passengers",342981,323346
"5831","US-Mexico Border","04/01/1999 12:00:00 AM","Bus Passengers",302832,237352
"5832","US-Mexico Border","04/01/1999 12:00:00 AM","Truck Containers Full",201908,154061
"5813","US-Mexico Border","04/01/1999 12:00:00 AM","Truck Containers Empty",159246,131292
"5814","US-Canada Border","04/01/1999 12:00:00 AM","Rail Containers Full",103082,51302
"5820","US-Canada Border","04/01/1999 12:00:00 AM","Truck Containers Empty",67246,37901
"5824","US-Canada Border","04/01/1999 12:00:00 AM","Rail Containers Empty",29988,17631
"5810","US-Canada Border","04/01/1999 12:00:00 AM","Pedestrians",27792,46835
"5825","US-Mexico Border","04/01/1999 12:00:00 AM","Buses",23484,17370
"5817","US-Mexico Border","04/01/1999 12:00:00 AM","Rail Containers Empty",23316,14875
"5830","US-Mexico Border","04/01/1999 12:00:00 AM","Rail Containers Full",19554,13442
"5818","US-Canada Border","04/01/1999 12:00:00 AM","Train Passengers",17930,19327
"5829","US-Canada Border","04/01/1999 12:00:00 AM","Buses",13294,13865
"5816","US-Canada Border","04/01/1999 12:00:00 AM","Trains",2816,2774
"5822","US-Mexico Border","04/01/1999 12:00:00 AM","Train Passengers",1257,1017
"5811","US-Mexico Border","04/01/1999 12:00:00 AM","Trains",490,573
"5837","US-Mexico Border","03/01/1999 12:00:00 AM","Personal Vehicle Passengers",20813291,17099226
"5853","US-Mexico Border","03/01/1999 12:00:00 AM","Personal Vehicles",7693763,6324666
"5847","US-Canada Border","03/01/1999 12:00:00 AM","Personal Vehicle Passengers",6327011,7711992
"5850","US-Mexico Border","03/01/1999 12:00:00 AM","Pedestrians",4631886,3451939
"5841","US-Canada Border","03/01/1999 12:00:00 AM","Personal Vehicles",2699899,3151345
"5834","US-Canada Border","03/01/1999 12:00:00 AM","Trucks",594737,488806
"5839","US-Canada Border","03/01/1999 12:00:00 AM","Truck Containers Full",489481,221931
"5851","US-Mexico Border","03/01/1999 12:00:00 AM","Trucks",408162,303913
"5856","US-Mexico Border","03/01/1999 12:00:00 AM","Bus Passengers",317374,235246
"5835","US-Canada Border","03/01/1999 12:00:00 AM","Bus Passengers",234546,325683
"5842","US-Mexico Border","03/01/1999 12:00:00 AM","Truck Containers Full",219800,152331
"5844","US-Mexico Border","03/01/1999 12:00:00 AM","Truck Containers Empty",179422,130025
"5836","US-Canada Border","03/01/1999 12:00:00 AM","Rail Containers Full",106008,49863
"5849","US-Canada Border","03/01/1999 12:00:00 AM","Truck Containers Empty",73503,36964
"5838","US-Canada Border","03/01/1999 12:00:00 AM","Rail Containers Empty",29515,17319
"5855","US-Mexico Border","03/01/1999 12:00:00 AM","Buses",24582,17180
"5846","US-Canada Border","03/01/1999 12:00:00 AM","Pedestrians",24134,47432
"5840","US-Mexico Border","03/01/1999 12:00:00 AM","Rail Containers Empty",18940,14769
"5833","US-Mexico Border","03/01/1999 12:00:00 AM","Rail Containers Full",18701,13304
"5843","US-Canada Border","03/01/1999 12:00:00 AM","Train Passengers",15255,19434
"5845","US-Canada Border","03/01/1999 12:00:00 AM","Buses",10605,13951
"5848","US-Canada Border","03/01/1999 12:00:00 AM","Trains",2891,2771
"5852","US-Mexico Border","03/01/1999 12:00:00 AM","Train Passengers",1768,997
"5854","US-Mexico Border","03/01/1999 12:00:00 AM","Trains",521,574
"5874","US-Mexico Border","02/01/1999 12:00:00 AM","Personal Vehicle Passengers",18157552,17070623
"5876","US-Mexico Border","02/01/1999 12:00:00 AM","Personal Vehicles",6709102,6314276
"5860","US-Canada Border","02/01/1999 12:00:00 AM","Personal Vehicle Passengers",5705666,7766217
"5871","US-Mexico Border","02/01/1999 12:00:00 AM","Pedestrians",4171037,3432504
"5861","US-Canada Border","02/01/1999 12:00:00 AM","Personal Vehicles",2396230,3171754
"5857","US-Canada Border","02/01/1999 12:00:00 AM","Trucks",524723,487835
"5862","US-Canada Border","02/01/1999 12:00:00 AM","Truck Containers Full",422341,216514
"5868","US-Mexico Border","02/01/1999 12:00:00 AM","Trucks",338269,302985
"5879","US-Mexico Border","02/01/1999 12:00:00 AM","Bus Passengers",280026,234036
"5865","US-Canada Border","02/01/1999 12:00:00 AM","Bus Passengers",223511,328444
"5880","US-Mexico Border","02/01/1999 12:00:00 AM","Truck Containers Full",179244,151604
"5869","US-Mexico Border","02/01/1999 12:00:00 AM","Truck Containers Empty",147307,129558
"5873","US-Canada Border","02/01/1999 12:00:00 AM","Rail Containers Full",99877,48511
"5867","US-Canada Border","02/01/1999 12:00:00 AM","Truck Containers Empty",62998,36261
"5863","US-Canada Border","02/01/1999 12:00:00 AM","Rail Containers Empty",28366,17020
"5878","US-Canada Border","02/01/1999 12:00:00 AM","Pedestrians",24990,48039
"5875","US-Mexico Border","02/01/1999 12:00:00 AM","Buses",21748,17057
"5872","US-Mexico Border","02/01/1999 12:00:00 AM","Rail Containers Full",16394,13220
"5864","US-Canada Border","02/01/1999 12:00:00 AM","Train Passengers",14324,19572
"5859","US-Mexico Border","02/01/1999 12:00:00 AM","Rail Containers Empty",13720,14797
"5866","US-Canada Border","02/01/1999 12:00:00 AM","Buses",10174,14053
"5858","US-Canada Border","02/01/1999 12:00:00 AM","Trains",2713,2772
"5877","US-Mexico Border","02/01/1999 12:00:00 AM","Train Passengers",1280,989
"5870","US-Mexico Border","02/01/1999 12:00:00 AM","Trains",476,577
"5898","US-Mexico Border","01/01/1999 12:00:00 AM","Personal Vehicle Passengers",19722898,16996949
"5896","US-Mexico Border","01/01/1999 12:00:00 AM","Personal Vehicles",7291370,6287135
"5901","US-Canada Border","01/01/1999 12:00:00 AM","Personal Vehicle Passengers",5349130,7833359
"5903","US-Mexico Border","01/01/1999 12:00:00 AM","Pedestrians",4520426,3402284
"5881","US-Canada Border","01/01/1999 12:00:00 AM","Personal Vehicles",2276851,3196612
"5893","US-Canada Border","01/01/1999 12:00:00 AM","Trucks",520907,486917
"5886","US-Canada Border","01/01/1999 12:00:00 AM","Truck Containers Full",392369,211630
"5888","US-Mexico Border","01/01/1999 12:00:00 AM","Trucks",320144,302508
"5899","US-Mexico Border","01/01/1999 12:00:00 AM","Bus Passengers",304144,232088
"5889","US-Canada Border","01/01/1999 12:00:00 AM","Bus Passengers",188428,332334
"5902","US-Mexico Border","01/01/1999 12:00:00 AM","Truck Containers Full",172150,151033
"5904","US-Mexico Border","01/01/1999 12:00:00 AM","Truck Containers Empty",145128,129126
"5897","US-Canada Border","01/01/1999 12:00:00 AM","Rail Containers Full",97251,47157
"5884","US-Canada Border","01/01/1999 12:00:00 AM","Truck Containers Empty",65616,35445
"5883","US-Canada Border","01/01/1999 12:00:00 AM","Rail Containers Empty",24012,16826
"5891","US-Mexico Border","01/01/1999 12:00:00 AM","Buses",22501,16906
"5885","US-Canada Border","01/01/1999 12:00:00 AM","Pedestrians",21096,48787
"5900","US-Mexico Border","01/01/1999 12:00:00 AM","Rail Containers Empty",17068,14734
"5882","US-Canada Border","01/01/1999 12:00:00 AM","Train Passengers",15547,19684
"5892","US-Mexico Border","01/01/1999 12:00:00 AM","Rail Containers Full",15353,13161
"5895","US-Canada Border","01/01/1999 12:00:00 AM","Buses",9010,14193
"5887","US-Canada Border","01/01/1999 12:00:00 AM","Trains",2815,2771
"5894","US-Mexico Border","01/01/1999 12:00:00 AM","Train Passengers",1131,986
"5890","US-Mexico Border","01/01/1999 12:00:00 AM","Trains",478,580
"5923","US-Mexico Border","12/01/1998 12:00:00 AM","Personal Vehicle Passengers",19698688,16919756
"5926","US-Mexico Border","12/01/1998 12:00:00 AM","Personal Vehicles",7288229,6258532
"5916","US-Canada Border","12/01/1998 12:00:00 AM","Personal Vehicle Passengers",5902056,7888539
"5911","US-Mexico Border","12/01/1998 12:00:00 AM","Pedestrians",4697031,3365291
"5909","US-Canada Border","12/01/1998 12:00:00 AM","Personal Vehicles",2545873,3215205
"5925","US-Canada Border","12/01/1998 12:00:00 AM","Trucks",490438,486816
"5921","US-Canada Border","12/01/1998 12:00:00 AM","Truck Containers Full",387333,206609
"5920","US-Mexico Border","12/01/1998 12:00:00 AM","Trucks",326492,301823
"5914","US-Mexico Border","12/01/1998 12:00:00 AM","Bus Passengers",289641,230444
"5908","US-Canada Border","12/01/1998 12:00:00 AM","Bus Passengers",211030,335799
"5907","US-Mexico Border","12/01/1998 12:00:00 AM","Truck Containers Full",157249,150855
"5922","US-Mexico Border","12/01/1998 12:00:00 AM","Truck Containers Empty",148121,128583
"5910","US-Canada Border","12/01/1998 12:00:00 AM","Rail Containers Full",86713,46027
"5913","US-Canada Border","12/01/1998 12:00:00 AM","Truck Containers Empty",60402,34732
"5917","US-Canada Border","12/01/1998 12:00:00 AM","Pedestrians",38366,49085
"5919","US-Canada Border","12/01/1998 12:00:00 AM","Rail Containers Empty",24874,16596
"5918","US-Mexico Border","12/01/1998 12:00:00 AM","Buses",23228,16725
"5927","US-Mexico Border","12/01/1998 12:00:00 AM","Rail Containers Empty",18045,14639
"5906","US-Canada Border","12/01/1998 12:00:00 AM","Train Passengers",16657,19771
"5915","US-Mexico Border","12/01/1998 12:00:00 AM","Rail Containers Full",16316,13071
"5905","US-Canada Border","12/01/1998 12:00:00 AM","Buses",10396,14302
"5912","US-Canada Border","12/01/1998 12:00:00 AM","Trains",2592,2776
"5924","US-Mexico Border","12/01/1998 12:00:00 AM","Train Passengers",1080,983
"5928","US-Mexico Border","12/01/1998 12:00:00 AM","Trains",484,582
"5951","US-Mexico Border","11/01/1998 12:00:00 AM","Personal Vehicle Passengers",18618325,16869798
"5952","US-Mexico Border","11/01/1998 12:00:00 AM","Personal Vehicles",6899007,6239694
"5941","US-Canada Border","11/01/1998 12:00:00 AM","Personal Vehicle Passengers",6139896,7939969
"5947","US-Mexico Border","11/01/1998 12:00:00 AM","Pedestrians",3652648,3356840
"5937","US-Canada Border","11/01/1998 12:00:00 AM","Personal Vehicles",2665949,3231359
"5929","US-Canada Border","11/01/1998 12:00:00 AM","Trucks",528285,485597
"5934","US-Canada Border","11/01/1998 12:00:00 AM","Truck Containers Full",402999,200833
"5946","US-Mexico Border","11/01/1998 12:00:00 AM","Trucks",329426,301011
"5942","US-Canada Border","11/01/1998 12:00:00 AM","Bus Passengers",296294,336961
"5930","US-Mexico Border","11/01/1998 12:00:00 AM","Bus Passengers",273317,229183
"5948","US-Mexico Border","11/01/1998 12:00:00 AM","Truck Containers Full",172353,150223
"5932","US-Mexico Border","11/01/1998 12:00:00 AM","Truck Containers Empty",153013,127865
"5940","US-Canada Border","11/01/1998 12:00:00 AM","Rail Containers Full",87531,44806
"5933","US-Canada Border","11/01/1998 12:00:00 AM","Truck Containers Empty",60806,33965
"5938","US-Canada Border","11/01/1998 12:00:00 AM","Pedestrians",33591,49540
"5931","US-Canada Border","11/01/1998 12:00:00 AM","Rail Containers Empty",25904,16322
"5949","US-Mexico Border","11/01/1998 12:00:00 AM","Buses",21628,16581
"5943","US-Mexico Border","11/01/1998 12:00:00 AM","Rail Containers Empty",19244,14504
"5936","US-Canada Border","11/01/1998 12:00:00 AM","Train Passengers",15182,19906
"5950","US-Mexico Border","11/01/1998 12:00:00 AM","Rail Containers Full",14353,13033
"5939","US-Canada Border","11/01/1998 12:00:00 AM","Buses",11617,14381
"5944","US-Canada Border","11/01/1998 12:00:00 AM","Trains",2681,2779
"5945","US-Mexico Border","11/01/1998 12:00:00 AM","Train Passengers",1673,963
"5935","US-Mexico Border","11/01/1998 12:00:00 AM","Trains",496,585
"5964","US-Mexico Border","10/01/1998 12:00:00 AM","Personal Vehicle Passengers",19504313,16789964
"5969","US-Mexico Border","10/01/1998 12:00:00 AM","Personal Vehicles",7230008,6209685
"5955","US-Canada Border","10/01/1998 12:00:00 AM","Personal Vehicle Passengers",7090153,7965721
"5970","US-Mexico Border","10/01/1998 12:00:00 AM","Pedestrians",3580355,3350067
"5953","US-Canada Border","10/01/1998 12:00:00 AM","Personal Vehicles",2988293,3238725
"5959","US-Canada Border","10/01/1998 12:00:00 AM","Trucks",541898,483890
"5957","US-Canada Border","10/01/1998 12:00:00 AM","Truck Containers Full",398597,194840
"5967","US-Mexico Border","10/01/1998 12:00:00 AM","Trucks",329285,300154
"5958","US-Canada Border","10/01/1998 12:00:00 AM","Bus Passengers",324912,337326
"5976","US-Mexico Border","10/01/1998 12:00:00 AM","Bus Passengers",322718,226348
"5975","US-Mexico Border","10/01/1998 12:00:00 AM","Truck Containers Full",181774,149267
"5971","US-Mexico Border","10/01/1998 12:00:00 AM","Truck Containers Empty",151127,127160
"5954","US-Canada Border","10/01/1998 12:00:00 AM","Rail Containers Full",92747,43353
"5968","US-Canada Border","10/01/1998 12:00:00 AM","Truck Containers Empty",64386,33044
"5966","US-Canada Border","10/01/1998 12:00:00 AM","Pedestrians",42992,49739
"5961","US-Canada Border","10/01/1998 12:00:00 AM","Rail Containers Empty",28727,15946
"5973","US-Mexico Border","10/01/1998 12:00:00 AM","Buses",22905,16389
"5972","US-Mexico Border","10/01/1998 12:00:00 AM","Rail Containers Empty",18635,14379
"5956","US-Canada Border","10/01/1998 12:00:00 AM","Train Passengers",17230,19987
"5965","US-Mexico Border","10/01/1998 12:00:00 AM","Rail Containers Full",16329,12933
"5960","US-Canada Border","10/01/1998 12:00:00 AM","Buses",14379,14381
"5962","US-Canada Border","10/01/1998 12:00:00 AM","Trains",2785,2779
"5974","US-Mexico Border","10/01/1998 12:00:00 AM","Train Passengers",1380,950
"5963","US-Mexico Border","10/01/1998 12:00:00 AM","Trains",507,587
"5984","US-Mexico Border","09/01/1998 12:00:00 AM","Personal Vehicle Passengers",18002059,16752086
"5987","US-Canada Border","09/01/1998 12:00:00 AM","Personal Vehicle Passengers",7947548,7966289
"5991","US-Mexico Border","09/01/1998 12:00:00 AM","Personal Vehicles",6718247,6193792
"5978","US-Canada Border","09/01/1998 12:00:00 AM","Personal Vehicles",3285508,3237263
"5985","US-Mexico Border","09/01/1998 12:00:00 AM","Pedestrians",3144234,3356499
"5992","US-Canada Border","09/01/1998 12:00:00 AM","Trucks",558764,481551
"5986","US-Canada Border","09/01/1998 12:00:00 AM","Bus Passengers",389230,335704
"5994","US-Canada Border","09/01/1998 12:00:00 AM","Truck Containers Full",386625,188847
"5996","US-Mexico Border","09/01/1998 12:00:00 AM","Trucks",329505,299237
"5982","US-Mexico Border","09/01/1998 12:00:00 AM","Bus Passengers",264794,225147
"5979","US-Mexico Border","09/01/1998 12:00:00 AM","Truck Containers Full",159594,148944
"5995","US-Mexico Border","09/01/1998 12:00:00 AM","Truck Containers Empty",136171,126878
"5993","US-Canada Border","09/01/1998 12:00:00 AM","Rail Containers Full",82515,42129
"6000","US-Canada Border","09/01/1998 12:00:00 AM","Truck Containers Empty",65142,32040
"5988","US-Canada Border","09/01/1998 12:00:00 AM","Pedestrians",53868,49610
"5983","US-Canada Border","09/01/1998 12:00:00 AM","Rail Containers Empty",25614,15644
"5981","US-Canada Border","09/01/1998 12:00:00 AM","Train Passengers",22484,19909
"5998","US-Mexico Border","09/01/1998 12:00:00 AM","Buses",20880,16249
"5990","US-Canada Border","09/01/1998 12:00:00 AM","Buses",16735,14307
"5999","US-Mexico Border","09/01/1998 12:00:00 AM","Rail Containers Empty",16533,14311
"5997","US-Mexico Border","09/01/1998 12:00:00 AM","Rail Containers Full",15772,12844
"5977","US-Canada Border","09/01/1998 12:00:00 AM","Trains",2746,2780
"5980","US-Mexico Border","09/01/1998 12:00:00 AM","Train Passengers",778,955
"5989","US-Mexico Border","09/01/1998 12:00:00 AM","Trains",497,590
"6017","US-Mexico Border","08/01/1998 12:00:00 AM","Personal Vehicle Passengers",19401554,16666620
"6010","US-Canada Border","08/01/1998 12:00:00 AM","Personal Vehicle Passengers",10255759,7892435
"6020","US-Mexico Border","08/01/1998 12:00:00 AM","Personal Vehicles",7221269,6160648
"6005","US-Canada Border","08/01/1998 12:00:00 AM","Personal Vehicles",3913485,3215449
"6016","US-Mexico Border","08/01/1998 12:00:00 AM","Pedestrians",3366032,3356191
"6018","US-Canada Border","08/01/1998 12:00:00 AM","Trucks",525098,480146
"6006","US-Canada Border","08/01/1998 12:00:00 AM","Bus Passengers",469482,331389
"6004","US-Canada Border","08/01/1998 12:00:00 AM","Truck Containers Full",395869,182169
"6023","US-Mexico Border","08/01/1998 12:00:00 AM","Bus Passengers",327173,221856
"6012","US-Mexico Border","08/01/1998 12:00:00 AM","Trucks",316024,298695
"6011","US-Mexico Border","08/01/1998 12:00:00 AM","Truck Containers Full",146470,149024
"6021","US-Mexico Border","08/01/1998 12:00:00 AM","Truck Containers Empty",128320,126831
"6013","US-Canada Border","08/01/1998 12:00:00 AM","Rail Containers Full",80387,40895
"6002","US-Canada Border","08/01/1998 12:00:00 AM","Pedestrians",80025,48629
"6019","US-Canada Border","08/01/1998 12:00:00 AM","Truck Containers Empty",62411,31061
"6008","US-Canada Border","08/01/1998 12:00:00 AM","Train Passengers",32218,19512
"6007","US-Canada Border","08/01/1998 12:00:00 AM","Rail Containers Empty",30120,15177
"6001","US-Mexico Border","08/01/1998 12:00:00 AM","Buses",22685,16041
"6003","US-Canada Border","08/01/1998 12:00:00 AM","Buses",20398,14111
"6014","US-Mexico Border","08/01/1998 12:00:00 AM","Rail Containers Full",17069,12708
"6024","US-Mexico Border","08/01/1998 12:00:00 AM","Rail Containers Empty",16293,14247
"6009","US-Canada Border","08/01/1998 12:00:00 AM","Trains",2684,2783
"6022","US-Mexico Border","08/01/1998 12:00:00 AM","Train Passengers",1035,953
"6015","US-Mexico Border","08/01/1998 12:00:00 AM","Trains",502,593
"6043","US-Mexico Border","07/01/1998 12:00:00 AM","Personal Vehicle Passengers",18363970,16610041
"6034","US-Canada Border","07/01/1998 12:00:00 AM","Personal Vehicle Passengers",10112279,7818441
"6030","US-Mexico Border","07/01/1998 12:00:00 AM","Personal Vehicles",6815671,6138814
"6029","US-Canada Border","07/01/1998 12:00:00 AM","Personal Vehicles",4012998,3188864
"6031","US-Mexico Border","07/01/1998 12:00:00 AM","Pedestrians",3276123,3358860
"6039","US-Canada Border","07/01/1998 12:00:00 AM","Trucks",483125,480047
"6026","US-Canada Border","07/01/1998 12:00:00 AM","Bus Passengers",456603,327215
"6040","US-Mexico Border","07/01/1998 12:00:00 AM","Bus Passengers",338899,217954
"6047","US-Mexico Border","07/01/1998 12:00:00 AM","Trucks",321469,297936
"6041","US-Canada Border","07/01/1998 12:00:00 AM","Truck Containers Full",319806,177581
"6042","US-Mexico Border","07/01/1998 12:00:00 AM","Truck Containers Full",161387,148612
"6045","US-Mexico Border","07/01/1998 12:00:00 AM","Truck Containers Empty",137909,126462
"6036","US-Canada Border","07/01/1998 12:00:00 AM","Pedestrians",83067,47481
"6025","US-Canada Border","07/01/1998 12:00:00 AM","Rail Containers Full",74907,39762
"6032","US-Canada Border","07/01/1998 12:00:00 AM","Truck Containers Empty",60078,30094
"6037","US-Canada Border","07/01/1998 12:00:00 AM","Train Passengers",30824,19135
"6046","US-Canada Border","07/01/1998 12:00:00 AM","Rail Containers Empty",26674,14794
"6027","US-Mexico Border","07/01/1998 12:00:00 AM","Buses",22639,15821
"6035","US-Canada Border","07/01/1998 12:00:00 AM","Buses",20089,13912
"6048","US-Mexico Border","07/01/1998 12:00:00 AM","Rail Containers Empty",16021,14188
"6033","US-Mexico Border","07/01/1998 12:00:00 AM","Rail Containers Full",13542,12680
"6038","US-Canada Border","07/01/1998 12:00:00 AM","Trains",2544,2791
"6044","US-Mexico Border","07/01/1998 12:00:00 AM","Train Passengers",661,962
"6028","US-Mexico Border","07/01/1998 12:00:00 AM","Trains",470,597
"6067","US-Mexico Border","06/01/1998 12:00:00 AM","Personal Vehicle Passengers",18848768,16532844
"6059","US-Canada Border","06/01/1998 12:00:00 AM","Personal Vehicle Passengers",7938073,7814315
"6065","US-Mexico Border","06/01/1998 12:00:00 AM","Personal Vehicles",6983818,6109676
"6050","US-Mexico Border","06/01/1998 12:00:00 AM","Pedestrians",3439384,3356084
"6061","US-Canada Border","06/01/1998 12:00:00 AM","Personal Vehicles",3268398,3186122
"6058","US-Canada Border","06/01/1998 12:00:00 AM","Trucks",539513,477996
"6056","US-Canada Border","06/01/1998 12:00:00 AM","Bus Passengers",434358,323521
"6066","US-Mexico Border","06/01/1998 12:00:00 AM","Trucks",339169,296515
"6062","US-Canada Border","06/01/1998 12:00:00 AM","Truck Containers Full",326411,172449
"6072","US-Mexico Border","06/01/1998 12:00:00 AM","Bus Passengers",319580,214450
"6055","US-Mexico Border","06/01/1998 12:00:00 AM","Truck Containers Full",165880,148016
"6057","US-Mexico Border","06/01/1998 12:00:00 AM","Truck Containers Empty",135674,126145
"6052","US-Canada Border","06/01/1998 12:00:00 AM","Pedestrians",74913,46535
"6049","US-Canada Border","06/01/1998 12:00:00 AM","Rail Containers Full",71913,38653
"6051","US-Canada Border","06/01/1998 12:00:00 AM","Truck Containers Empty",55258,29226
"6060","US-Canada Border","06/01/1998 12:00:00 AM","Train Passengers",25519,18915
"6053","US-Canada Border","06/01/1998 12:00:00 AM","Rail Containers Empty",24742,14451
"6068","US-Mexico Border","06/01/1998 12:00:00 AM","Buses",21719,15618
"6064","US-Canada Border","06/01/1998 12:00:00 AM","Buses",18810,13743
"6069","US-Mexico Border","06/01/1998 12:00:00 AM","Rail Containers Empty",18543,14038
"6070","US-Mexico Border","06/01/1998 12:00:00 AM","Rail Containers Full",15818,12572
"6063","US-Canada Border","06/01/1998 12:00:00 AM","Trains",2722,2793
"6054","US-Mexico Border","06/01/1998 12:00:00 AM","Train Passengers",1046,960
"6071","US-Mexico Border","06/01/1998 12:00:00 AM","Trains",465,602
"6087","US-Mexico Border","05/01/1998 12:00:00 AM","Personal Vehicle Passengers",19427292,16429471
"6083","US-Canada Border","05/01/1998 12:00:00 AM","Personal Vehicle Passengers",7589843,7822332
"6093","US-Mexico Border","05/01/1998 12:00:00 AM","Personal Vehicles",7198152,6070801
"6084","US-Mexico Border","05/01/1998 12:00:00 AM","Pedestrians",3802096,3340155
"6094","US-Canada Border","05/01/1998 12:00:00 AM","Personal Vehicles",3208112,3185336
"6073","US-Canada Border","05/01/1998 12:00:00 AM","Trucks",535394,475946
"6079","US-Canada Border","05/01/1998 12:00:00 AM","Bus Passengers",411332,320384
"6092","US-Mexico Border","05/01/1998 12:00:00 AM","Trucks",329961,295320
"6089","US-Mexico Border","05/01/1998 12:00:00 AM","Bus Passengers",315528,210840
"6077","US-Canada Border","05/01/1998 12:00:00 AM","Truck Containers Full",314318,167382
"6078","US-Mexico Border","05/01/1998 12:00:00 AM","Truck Containers Full",165636,147387
"6095","US-Mexico Border","05/01/1998 12:00:00 AM","Truck Containers Empty",135023,125828
"6080","US-Canada Border","05/01/1998 12:00:00 AM","Pedestrians",75936,45485
"6082","US-Canada Border","05/01/1998 12:00:00 AM","Rail Containers Full",67847,37610
"6090","US-Canada Border","05/01/1998 12:00:00 AM","Truck Containers Empty",52708,28387
"6081","US-Canada Border","05/01/1998 12:00:00 AM","Rail Containers Empty",25561,14054
"6088","US-Mexico Border","05/01/1998 12:00:00 AM","Rail Containers Empty",23086,13715
"6086","US-Mexico Border","05/01/1998 12:00:00 AM","Buses",22511,15372
"6076","US-Canada Border","05/01/1998 12:00:00 AM","Train Passengers",20434,18860
"6074","US-Canada Border","05/01/1998 12:00:00 AM","Buses",17113,13622
"6085","US-Mexico Border","05/01/1998 12:00:00 AM","Rail Containers Full",15452,12469
"6075","US-Canada Border","05/01/1998 12:00:00 AM","Trains",2882,2790
"6096","US-Mexico Border","05/01/1998 12:00:00 AM","Train Passengers",1547,939
"6091","US-Mexico Border","05/01/1998 12:00:00 AM","Trains",494,605
"6108","US-Mexico Border","04/01/1998 12:00:00 AM","Personal Vehicle Passengers",18906975,16337711
"6102","US-Canada Border","04/01/1998 12:00:00 AM","Personal Vehicle Passengers",7091059,7849416
"6116","US-Mexico Border","04/01/1998 12:00:00 AM","Personal Vehicles",6991952,6036685
"6105","US-Mexico Border","04/01/1998 12:00:00 AM","Pedestrians",3676801,3327686
"6112","US-Canada Border","04/01/1998 12:00:00 AM","Personal Vehicles",2925192,3194971
"6103","US-Canada Border","04/01/1998 12:00:00 AM","Trucks",535958,473723
"6097","US-Mexico Border","04/01/1998 12:00:00 AM","Trucks",343816,293524
"6098","US-Canada Border","04/01/1998 12:00:00 AM","Truck Containers Full",335081,161171
"6120","US-Mexico Border","04/01/1998 12:00:00 AM","Bus Passengers",322352,206710
"6110","US-Canada Border","04/01/1998 12:00:00 AM","Bus Passengers",314888,320588
"6117","US-Mexico Border","04/01/1998 12:00:00 AM","Truck Containers Full",188720,145856
"6114","US-Mexico Border","04/01/1998 12:00:00 AM","Truck Containers Empty",153082,124818
"6106","US-Canada Border","04/01/1998 12:00:00 AM","Rail Containers Full",63612,36647
"6111","US-Canada Border","04/01/1998 12:00:00 AM","Truck Containers Empty",52381,27498
"6113","US-Canada Border","04/01/1998 12:00:00 AM","Pedestrians",34664,45886
"6118","US-Mexico Border","04/01/1998 12:00:00 AM","Buses",22225,15118
"6109","US-Canada Border","04/01/1998 12:00:00 AM","Rail Containers Empty",21988,13760
"6099","US-Canada Border","04/01/1998 12:00:00 AM","Train Passengers",17792,18900
"6107","US-Mexico Border","04/01/1998 12:00:00 AM","Rail Containers Empty",17773,13565
"6104","US-Mexico Border","04/01/1998 12:00:00 AM","Rail Containers Full",13986,12413
"6115","US-Canada Border","04/01/1998 12:00:00 AM","Buses",13252,13636
"6101","US-Canada Border","04/01/1998 12:00:00 AM","Trains",2883,2787
"6119","US-Mexico Border","04/01/1998 12:00:00 AM","Train Passengers",908,940
"6100","US-Mexico Border","04/01/1998 12:00:00 AM","Trains",452,611
"6144","US-Mexico Border","03/01/1998 12:00:00 AM","Personal Vehicle Passengers",19218997,16226893
"6140","US-Mexico Border","03/01/1998 12:00:00 AM","Personal Vehicles",7110640,5995379
"6125","US-Canada Border","03/01/1998 12:00:00 AM","Personal Vehicle Passengers",6513374,7900803
"6139","US-Mexico Border","03/01/1998 12:00:00 AM","Pedestrians",4253971,3292060
"6138","US-Canada Border","03/01/1998 12:00:00 AM","Personal Vehicles",2770818,3211285
"6122","US-Canada Border","03/01/1998 12:00:00 AM","Trucks",554052,470634
"6143","US-Mexico Border","03/01/1998 12:00:00 AM","Trucks",353328,291224
"6128","US-Canada Border","03/01/1998 12:00:00 AM","Truck Containers Full",342468,154198
"6141","US-Mexico Border","03/01/1998 12:00:00 AM","Bus Passengers",317780,202438
"6134","US-Canada Border","03/01/1998 12:00:00 AM","Bus Passengers",242737,323582
"6132","US-Mexico Border","03/01/1998 12:00:00 AM","Truck Containers Full",192910,144047
"6130","US-Mexico Border","03/01/1998 12:00:00 AM","Truck Containers Empty",162994,123350
"6133","US-Canada Border","03/01/1998 12:00:00 AM","Rail Containers Full",64924,35560
"6129","US-Canada Border","03/01/1998 12:00:00 AM","Truck Containers Empty",53451,26500
"6121","US-Canada Border","03/01/1998 12:00:00 AM","Pedestrians",27687,46585
