"","Border","Date","Measure","Value","Average"
"11","US-Mexico Border","06/01/2019 12:00:00 AM","Personal Vehicle Passengers",11590003,14022944
"10","US-Mexico Border","06/01/2019 12:00:00 AM","Personal Vehicles",6124800,6531744
"4","US-Canada Border","06/01/2019 12:00:00 AM","Personal Vehicle Passengers",5407844,5504016
"9","US-Mexico Border","06/01/2019 12:00:00 AM","Pedestrians",3931845,3699825
"3","US-Canada Border","06/01/2019 12:00:00 AM","Personal Vehicles",2832881,2634870
"16","US-Mexico Border","06/01/2019 12:00:00 AM","Trucks",533555,400216
"8","US-Canada Border","06/01/2019 12:00:00 AM","Trucks",485867,509902
"17","US-Mexico Border","06/01/2019 12:00:00 AM","Truck Containers Full",399640,254507
"1","US-Canada Border","06/01/2019 12:00:00 AM","Truck Containers Full",366753,381710
"7","US-Canada Border","06/01/2019 12:00:00 AM","Bus Passengers",202261,265616
"20","US-Mexico Border","06/01/2019 12:00:00 AM","Bus Passengers",176567,243314
"14","US-Canada Border","06/01/2019 12:00:00 AM","Rail Containers Full",153206,109534
"18","US-Mexico Border","06/01/2019 12:00:00 AM","Truck Containers Empty",139565,141210
"2","US-Canada Border","06/01/2019 12:00:00 AM","Truck Containers Empty",129434,88623
"5","US-Canada Border","06/01/2019 12:00:00 AM","Pedestrians",66714,46443
"15","US-Canada Border","06/01/2019 12:00:00 AM","Rail Containers Empty",62544,44388
"23","US-Mexico Border","06/01/2019 12:00:00 AM","Rail Containers Empty",49346,31645
"22","US-Mexico Border","06/01/2019 12:00:00 AM","Rail Containers Full",45091,28165
"13","US-Canada Border","06/01/2019 12:00:00 AM","Train Passengers",44094,21184
"19","US-Mexico Border","06/01/2019 12:00:00 AM","Buses",12979,19486
"6","US-Canada Border","06/01/2019 12:00:00 AM","Buses",8975,11056
"12","US-Canada Border","06/01/2019 12:00:00 AM","Trains",2162,2509
"21","US-Mexico Border","06/01/2019 12:00:00 AM","Trains",964,729
"24","US-Mexico Border","06/01/2019 12:00:00 AM","Train Passengers",851,1031
"41","US-Mexico Border","05/01/2019 12:00:00 AM","Personal Vehicle Passengers",11161555,14033163
"40","US-Mexico Border","05/01/2019 12:00:00 AM","Personal Vehicles",6087007,6533332
"30","US-Canada Border","05/01/2019 12:00:00 AM","Personal Vehicle Passengers",4209007,5508641
"42","US-Mexico Border","05/01/2019 12:00:00 AM","Pedestrians",4144485,3698237
"31","US-Canada Border","05/01/2019 12:00:00 AM","Personal Vehicles",2301064,2636063
"38","US-Mexico Border","05/01/2019 12:00:00 AM","Trucks",576724,399585
"26","US-Canada Border","05/01/2019 12:00:00 AM","Trucks",507425,509911
"39","US-Mexico Border","05/01/2019 12:00:00 AM","Truck Containers Full",435491,253861
"27","US-Canada Border","05/01/2019 12:00:00 AM","Truck Containers Full",385497,381696
"36","US-Canada Border","05/01/2019 12:00:00 AM","Bus Passengers",190178,265885
"44","US-Mexico Border","05/01/2019 12:00:00 AM","Bus Passengers",172481,243567
"33","US-Canada Border","05/01/2019 12:00:00 AM","Rail Containers Full",159963,109353
"25","US-Mexico Border","05/01/2019 12:00:00 AM","Truck Containers Empty",147259,141189
"28","US-Canada Border","05/01/2019 12:00:00 AM","Truck Containers Empty",133736,88462
"32","US-Canada Border","05/01/2019 12:00:00 AM","Rail Containers Empty",61553,44327
"47","US-Mexico Border","05/01/2019 12:00:00 AM","Rail Containers Empty",52634,31570
"37","US-Canada Border","05/01/2019 12:00:00 AM","Pedestrians",50586,46428
"48","US-Mexico Border","05/01/2019 12:00:00 AM","Rail Containers Full",44885,28105
"34","US-Canada Border","05/01/2019 12:00:00 AM","Train Passengers",30038,21153
"43","US-Mexico Border","05/01/2019 12:00:00 AM","Buses",12562,19511
"29","US-Canada Border","05/01/2019 12:00:00 AM","Buses",8174,11067
"35","US-Canada Border","05/01/2019 12:00:00 AM","Trains",2090,2511
"45","US-Mexico Border","05/01/2019 12:00:00 AM","Trains",987,728
"46","US-Mexico Border","05/01/2019 12:00:00 AM","Train Passengers",958,1031
"64","US-Mexico Border","04/01/2019 12:00:00 AM","Personal Vehicle Passengers",10553135,14045636
"65","US-Mexico Border","04/01/2019 12:00:00 AM","Personal Vehicles",5686170,6536369
"63","US-Mexico Border","04/01/2019 12:00:00 AM","Pedestrians",4256803,3696235
"54","US-Canada Border","04/01/2019 12:00:00 AM","Personal Vehicle Passengers",3760645,5514906
"53","US-Canada Border","04/01/2019 12:00:00 AM","Personal Vehicles",2053135,2638152
"68","US-Mexico Border","04/01/2019 12:00:00 AM","Trucks",524215,399139
"51","US-Canada Border","04/01/2019 12:00:00 AM","Trucks",480477,510016
"67","US-Mexico Border","04/01/2019 12:00:00 AM","Truck Containers Full",396298,253350
"50","US-Canada Border","04/01/2019 12:00:00 AM","Truck Containers Full",369321,381741
"61","US-Mexico Border","04/01/2019 12:00:00 AM","Bus Passengers",195416,243740
"58","US-Canada Border","04/01/2019 12:00:00 AM","Rail Containers Full",157840,109180
"66","US-Mexico Border","04/01/2019 12:00:00 AM","Truck Containers Empty",134214,141214
"49","US-Canada Border","04/01/2019 12:00:00 AM","Truck Containers Empty",122028,88342
"57","US-Canada Border","04/01/2019 12:00:00 AM","Bus Passengers",120438,266407
"52","US-Canada Border","04/01/2019 12:00:00 AM","Rail Containers Empty",60767,44268
"71","US-Mexico Border","04/01/2019 12:00:00 AM","Rail Containers Empty",50897,31501
"72","US-Mexico Border","04/01/2019 12:00:00 AM","Rail Containers Full",42180,28055
"55","US-Canada Border","04/01/2019 12:00:00 AM","Pedestrians",31204,46482
"59","US-Canada Border","04/01/2019 12:00:00 AM","Train Passengers",13103,21181
"62","US-Mexico Border","04/01/2019 12:00:00 AM","Buses",12822,19535
"56","US-Canada Border","04/01/2019 12:00:00 AM","Buses",5050,11088
"60","US-Canada Border","04/01/2019 12:00:00 AM","Trains",1968,2513
"69","US-Mexico Border","04/01/2019 12:00:00 AM","Trains",934,727
"70","US-Mexico Border","04/01/2019 12:00:00 AM","Train Passengers",857,1032
"80","US-Mexico Border","03/01/2019 12:00:00 AM","Personal Vehicle Passengers",11867835,14053470
"93","US-Mexico Border","03/01/2019 12:00:00 AM","Personal Vehicles",6377710,6536939
"86","US-Mexico Border","03/01/2019 12:00:00 AM","Pedestrians",4228773,3694319
"81","US-Canada Border","03/01/2019 12:00:00 AM","Personal Vehicle Passengers",3765337,5521200
"83","US-Canada Border","03/01/2019 12:00:00 AM","Personal Vehicles",1993520,2640471
"82","US-Mexico Border","03/01/2019 12:00:00 AM","Trucks",562555,398551
"76","US-Canada Border","03/01/2019 12:00:00 AM","Trucks",488046,510095
"85","US-Mexico Border","03/01/2019 12:00:00 AM","Truck Containers Full",414473,252771
"84","US-Canada Border","03/01/2019 12:00:00 AM","Truck Containers Full",366698,381795
"89","US-Mexico Border","03/01/2019 12:00:00 AM","Bus Passengers",177326,243979
"88","US-Canada Border","03/01/2019 12:00:00 AM","Rail Containers Full",160144,108996
"94","US-Mexico Border","03/01/2019 12:00:00 AM","Truck Containers Empty",155368,141163
"78","US-Canada Border","03/01/2019 12:00:00 AM","Truck Containers Empty",132252,88184
"90","US-Canada Border","03/01/2019 12:00:00 AM","Bus Passengers",89326,267044
"75","US-Canada Border","03/01/2019 12:00:00 AM","Rail Containers Empty",64969,44193
"91","US-Mexico Border","03/01/2019 12:00:00 AM","Rail Containers Empty",45238,31451
"95","US-Mexico Border","03/01/2019 12:00:00 AM","Rail Containers Full",44869,27994
"87","US-Canada Border","03/01/2019 12:00:00 AM","Pedestrians",18500,46583
"74","US-Canada Border","03/01/2019 12:00:00 AM","Train Passengers",13314,21210
"77","US-Mexico Border","03/01/2019 12:00:00 AM","Buses",13095,19558
"73","US-Canada Border","03/01/2019 12:00:00 AM","Buses",4419,11112
"79","US-Canada Border","03/01/2019 12:00:00 AM","Trains",1945,2515
"96","US-Mexico Border","03/01/2019 12:00:00 AM","Trains",991,726
"92","US-Mexico Border","03/01/2019 12:00:00 AM","Train Passengers",858,1032
"97","US-Mexico Border","02/01/2019 12:00:00 AM","Personal Vehicle Passengers",10295407,14067037
"116","US-Mexico Border","02/01/2019 12:00:00 AM","Personal Vehicles",5656319,6540118
"112","US-Mexico Border","02/01/2019 12:00:00 AM","Pedestrians",3416106,3695324
"106","US-Canada Border","02/01/2019 12:00:00 AM","Personal Vehicle Passengers",2777212,5531106
"108","US-Canada Border","02/01/2019 12:00:00 AM","Personal Vehicles",1534560,2644463
"107","US-Mexico Border","02/01/2019 12:00:00 AM","Trucks",512524,398139
"105","US-Canada Border","02/01/2019 12:00:00 AM","Trucks",429813,510385
"100","US-Mexico Border","02/01/2019 12:00:00 AM","Truck Containers Full",375688,252327
"99","US-Canada Border","02/01/2019 12:00:00 AM","Truck Containers Full",323630,382005
"104","US-Mexico Border","02/01/2019 12:00:00 AM","Truck Containers Empty",142612,141158
"113","US-Mexico Border","02/01/2019 12:00:00 AM","Bus Passengers",125669,244406
"110","US-Canada Border","02/01/2019 12:00:00 AM","Rail Containers Full",123643,108943
"103","US-Canada Border","02/01/2019 12:00:00 AM","Truck Containers Empty",115624,88085
"102","US-Canada Border","02/01/2019 12:00:00 AM","Bus Passengers",75740,267734
"118","US-Mexico Border","02/01/2019 12:00:00 AM","Rail Containers Empty",46374,31398
"109","US-Canada Border","02/01/2019 12:00:00 AM","Rail Containers Empty",44492,44192
"114","US-Mexico Border","02/01/2019 12:00:00 AM","Rail Containers Full",37029,27962
"115","US-Canada Border","02/01/2019 12:00:00 AM","Pedestrians",12009,46708
"117","US-Mexico Border","02/01/2019 12:00:00 AM","Buses",11467,19587
"101","US-Canada Border","02/01/2019 12:00:00 AM","Train Passengers",9277,21253
"98","US-Canada Border","02/01/2019 12:00:00 AM","Buses",3770,11139
"111","US-Canada Border","02/01/2019 12:00:00 AM","Trains",1607,2518
"119","US-Mexico Border","02/01/2019 12:00:00 AM","Trains",931,725
"120","US-Mexico Border","02/01/2019 12:00:00 AM","Train Passengers",816,1033
"134","US-Mexico Border","01/01/2019 12:00:00 AM","Personal Vehicle Passengers",11860567,14075031
"131","US-Mexico Border","01/01/2019 12:00:00 AM","Personal Vehicles",6301772,6540982
"140","US-Mexico Border","01/01/2019 12:00:00 AM","Pedestrians",3894421,3694602
"122","US-Canada Border","01/01/2019 12:00:00 AM","Personal Vehicle Passengers",2928980,5540534
"130","US-Canada Border","01/01/2019 12:00:00 AM","Personal Vehicles",1645776,2648082
"124","US-Mexico Border","01/01/2019 12:00:00 AM","Trucks",544903,397608
"138","US-Canada Border","01/01/2019 12:00:00 AM","Trucks",467770,510539
"142","US-Mexico Border","01/01/2019 12:00:00 AM","Truck Containers Full",395495,251808
"135","US-Canada Border","01/01/2019 12:00:00 AM","Truck Containers Full",354429,382105
"132","US-Mexico Border","01/01/2019 12:00:00 AM","Bus Passengers",195869,244582
"143","US-Mexico Border","01/01/2019 12:00:00 AM","Truck Containers Empty",155782,141105
"128","US-Canada Border","01/01/2019 12:00:00 AM","Rail Containers Full",155660,108774
"121","US-Canada Border","01/01/2019 12:00:00 AM","Truck Containers Empty",124042,87955
"139","US-Canada Border","01/01/2019 12:00:00 AM","Bus Passengers",74112,268436
"136","US-Canada Border","01/01/2019 12:00:00 AM","Rail Containers Empty",57862,44143
"125","US-Mexico Border","01/01/2019 12:00:00 AM","Rail Containers Empty",50411,31329
"126","US-Mexico Border","01/01/2019 12:00:00 AM","Rail Containers Full",32440,27945
"129","US-Canada Border","01/01/2019 12:00:00 AM","Pedestrians",14412,46825
"123","US-Mexico Border","01/01/2019 12:00:00 AM","Buses",13137,19610
"127","US-Canada Border","01/01/2019 12:00:00 AM","Train Passengers",12902,21283
"133","US-Canada Border","01/01/2019 12:00:00 AM","Buses",3903,11165
"137","US-Canada Border","01/01/2019 12:00:00 AM","Trains",2033,2520
"141","US-Mexico Border","01/01/2019 12:00:00 AM","Trains",994,724
"144","US-Mexico Border","01/01/2019 12:00:00 AM","Train Passengers",847,1034
"155","US-Mexico Border","12/01/2018 12:00:00 AM","Personal Vehicle Passengers",12388647,14081164
"158","US-Mexico Border","12/01/2018 12:00:00 AM","Personal Vehicles",6327597,6541758
"150","US-Mexico Border","12/01/2018 12:00:00 AM","Pedestrians",4319416,3692330
"154","US-Canada Border","12/01/2018 12:00:00 AM","Personal Vehicle Passengers",3878052,5546579
"152","US-Canada Border","12/01/2018 12:00:00 AM","Personal Vehicles",2005044,2650420
"149","US-Mexico Border","12/01/2018 12:00:00 AM","Trucks",469397,397347
"147","US-Canada Border","12/01/2018 12:00:00 AM","Trucks",410534,510903
"163","US-Mexico Border","12/01/2018 12:00:00 AM","Truck Containers Full",321593,251554
"151","US-Canada Border","12/01/2018 12:00:00 AM","Truck Containers Full",277418,382485
"156","US-Canada Border","12/01/2018 12:00:00 AM","Rail Containers Full",174518,108535
"165","US-Mexico Border","12/01/2018 12:00:00 AM","Bus Passengers",163284,244877
"162","US-Mexico Border","12/01/2018 12:00:00 AM","Truck Containers Empty",147782,141080
"153","US-Canada Border","12/01/2018 12:00:00 AM","Truck Containers Empty",136378,87779
"160","US-Canada Border","12/01/2018 12:00:00 AM","Bus Passengers",90296,269084
"148","US-Canada Border","12/01/2018 12:00:00 AM","Rail Containers Empty",58295,44091
"166","US-Mexico Border","12/01/2018 12:00:00 AM","Rail Containers Empty",52383,31252
"161","US-Mexico Border","12/01/2018 12:00:00 AM","Rail Containers Full",40776,27899
"146","US-Canada Border","12/01/2018 12:00:00 AM","Pedestrians",20703,46920
"157","US-Mexico Border","12/01/2018 12:00:00 AM","Buses",14129,19630
"159","US-Canada Border","12/01/2018 12:00:00 AM","Train Passengers",12838,21314
"145","US-Canada Border","12/01/2018 12:00:00 AM","Buses",4082,11191
"164","US-Canada Border","12/01/2018 12:00:00 AM","Trains",1996,2521
"168","US-Mexico Border","12/01/2018 12:00:00 AM","Trains",970,724
"167","US-Mexico Border","12/01/2018 12:00:00 AM","Train Passengers",870,1034
"178","US-Mexico Border","11/01/2018 12:00:00 AM","Personal Vehicle Passengers",11389748,14090986
"181","US-Mexico Border","11/01/2018 12:00:00 AM","Personal Vehicles",6083730,6543430
"169","US-Mexico Border","11/01/2018 12:00:00 AM","Pedestrians",3959951,3691354
"170","US-Canada Border","11/01/2018 12:00:00 AM","Personal Vehicle Passengers",3523204,5553964
"172","US-Canada Border","11/01/2018 12:00:00 AM","Personal Vehicles",1933646,2653036
"177","US-Mexico Border","11/01/2018 12:00:00 AM","Trucks",535417,396843
"176","US-Canada Border","11/01/2018 12:00:00 AM","Trucks",476793,511027
"187","US-Mexico Border","11/01/2018 12:00:00 AM","Truck Containers Full",390148,251048
"174","US-Canada Border","11/01/2018 12:00:00 AM","Truck Containers Full",358925,382571
"182","US-Canada Border","11/01/2018 12:00:00 AM","Rail Containers Full",163324,108335
"180","US-Mexico Border","11/01/2018 12:00:00 AM","Truck Containers Empty",150973,141044
"183","US-Mexico Border","11/01/2018 12:00:00 AM","Bus Passengers",150920,245220
"173","US-Canada Border","11/01/2018 12:00:00 AM","Truck Containers Empty",127697,87633
"179","US-Canada Border","11/01/2018 12:00:00 AM","Bus Passengers",105606,269680
"192","US-Canada Border","11/01/2018 12:00:00 AM","Rail Containers Empty",59112,44036
"185","US-Mexico Border","11/01/2018 12:00:00 AM","Rail Containers Empty",54868,31166
"191","US-Mexico Border","11/01/2018 12:00:00 AM","Rail Containers Full",41616,27849
"184","US-Canada Border","11/01/2018 12:00:00 AM","Pedestrians",21290,47013
"189","US-Mexico Border","11/01/2018 12:00:00 AM","Buses",13325,19653
"188","US-Canada Border","11/01/2018 12:00:00 AM","Train Passengers",11720,21349
"175","US-Canada Border","11/01/2018 12:00:00 AM","Buses",4777,11214
"171","US-Canada Border","11/01/2018 12:00:00 AM","Trains",1979,2523
"190","US-Mexico Border","11/01/2018 12:00:00 AM","Train Passengers",1017,1034
"186","US-Mexico Border","11/01/2018 12:00:00 AM","Trains",970,723
"207","US-Mexico Border","10/01/2018 12:00:00 AM","Personal Vehicle Passengers",12004167,14098630
"208","US-Mexico Border","10/01/2018 12:00:00 AM","Personal Vehicles",6556519,6543382
"199","US-Canada Border","10/01/2018 12:00:00 AM","Personal Vehicle Passengers",4042146,5559501
"197","US-Mexico Border","10/01/2018 12:00:00 AM","Pedestrians",3896888,3690601
"200","US-Canada Border","10/01/2018 12:00:00 AM","Personal Vehicles",2240151,2654548
"209","US-Mexico Border","10/01/2018 12:00:00 AM","Trucks",568252,396215
"195","US-Canada Border","10/01/2018 12:00:00 AM","Trucks",527247,510968
"213","US-Mexico Border","10/01/2018 12:00:00 AM","Truck Containers Full",415527,250446
"206","US-Canada Border","10/01/2018 12:00:00 AM","Truck Containers Full",398340,382513
"202","US-Canada Border","10/01/2018 12:00:00 AM","Rail Containers Full",167849,108117
"198","US-Mexico Border","10/01/2018 12:00:00 AM","Truck Containers Empty",159369,140977
"194","US-Canada Border","10/01/2018 12:00:00 AM","Bus Passengers",158773,270087
"193","US-Canada Border","10/01/2018 12:00:00 AM","Truck Containers Empty",139572,87443
"211","US-Mexico Border","10/01/2018 12:00:00 AM","Bus Passengers",138689,245610
"201","US-Canada Border","10/01/2018 12:00:00 AM","Rail Containers Empty",63252,43966
"215","US-Mexico Border","10/01/2018 12:00:00 AM","Rail Containers Empty",55089,31078
"212","US-Canada Border","10/01/2018 12:00:00 AM","Pedestrians",51076,46998
"214","US-Mexico Border","10/01/2018 12:00:00 AM","Rail Containers Full",45601,27784
"205","US-Canada Border","10/01/2018 12:00:00 AM","Train Passengers",16617,21366
"204","US-Mexico Border","10/01/2018 12:00:00 AM","Buses",14214,19673
"203","US-Canada Border","10/01/2018 12:00:00 AM","Buses",6359,11232
"196","US-Canada Border","10/01/2018 12:00:00 AM","Trains",2059,2525
"216","US-Mexico Border","10/01/2018 12:00:00 AM","Trains",999,722
"210","US-Mexico Border","10/01/2018 12:00:00 AM","Train Passengers",943,1035
"220","US-Mexico Border","09/01/2018 12:00:00 AM","Personal Vehicle Passengers",11822961,14106997
"235","US-Mexico Border","09/01/2018 12:00:00 AM","Personal Vehicles",6319271,6544206
"218","US-Canada Border","09/01/2018 12:00:00 AM","Personal Vehicle Passengers",4376264,5563852
"232","US-Mexico Border","09/01/2018 12:00:00 AM","Pedestrians",3524531,3691211
"221","US-Canada Border","09/01/2018 12:00:00 AM","Personal Vehicles",2339723,2655706
"233","US-Mexico Border","09/01/2018 12:00:00 AM","Trucks",494057,395855
"219","US-Canada Border","09/01/2018 12:00:00 AM","Trucks",477492,511091
"225","US-Mexico Border","09/01/2018 12:00:00 AM","Truck Containers Full",361864,250036
"230","US-Canada Border","09/01/2018 12:00:00 AM","Truck Containers Full",360290,382595
"223","US-Canada Border","09/01/2018 12:00:00 AM","Bus Passengers",179957,270418
"236","US-Mexico Border","09/01/2018 12:00:00 AM","Bus Passengers",160813,245922
"238","US-Canada Border","09/01/2018 12:00:00 AM","Rail Containers Full",154683,107946
"231","US-Mexico Border","09/01/2018 12:00:00 AM","Truck Containers Empty",141079,140977
"217","US-Canada Border","09/01/2018 12:00:00 AM","Truck Containers Empty",126940,87297
"224","US-Canada Border","09/01/2018 12:00:00 AM","Rail Containers Empty",63582,43894
"237","US-Canada Border","09/01/2018 12:00:00 AM","Pedestrians",54019,46973
"234","US-Mexico Border","09/01/2018 12:00:00 AM","Rail Containers Empty",50037,31009
"239","US-Mexico Border","09/01/2018 12:00:00 AM","Rail Containers Full",43621,27725
"222","US-Canada Border","09/01/2018 12:00:00 AM","Train Passengers",29355,21337
"228","US-Mexico Border","09/01/2018 12:00:00 AM","Buses",13468,19696
"229","US-Canada Border","09/01/2018 12:00:00 AM","Buses",7896,11244
"226","US-Canada Border","09/01/2018 12:00:00 AM","Trains",1970,2527
"227","US-Mexico Border","09/01/2018 12:00:00 AM","Trains",933,721
"240","US-Mexico Border","09/01/2018 12:00:00 AM","Train Passengers",874,1035
"257","US-Mexico Border","08/01/2018 12:00:00 AM","Personal Vehicle Passengers",12338175,14113524
"251","US-Mexico Border","08/01/2018 12:00:00 AM","Personal Vehicles",6554844,6544166
"245","US-Canada Border","08/01/2018 12:00:00 AM","Personal Vehicle Passengers",6367333,5560887
"259","US-Mexico Border","08/01/2018 12:00:00 AM","Pedestrians",3851303,3690620
"243","US-Canada Border","08/01/2018 12:00:00 AM","Personal Vehicles",2999558,2654437
"261","US-Mexico Border","08/01/2018 12:00:00 AM","Trucks",552741,395276
"250","US-Canada Border","08/01/2018 12:00:00 AM","Trucks",508622,511100
"255","US-Mexico Border","08/01/2018 12:00:00 AM","Truck Containers Full",401582,249477
"242","US-Canada Border","08/01/2018 12:00:00 AM","Truck Containers Full",377595,382614
"244","US-Canada Border","08/01/2018 12:00:00 AM","Bus Passengers",239821,270531
"253","US-Mexico Border","08/01/2018 12:00:00 AM","Bus Passengers",218838,246022
"260","US-Mexico Border","08/01/2018 12:00:00 AM","Truck Containers Empty",159349,140909
"258","US-Canada Border","08/01/2018 12:00:00 AM","Rail Containers Full",148925,107795
"241","US-Canada Border","08/01/2018 12:00:00 AM","Truck Containers Empty",141581,87097
"263","US-Canada Border","08/01/2018 12:00:00 AM","Pedestrians",83530,46838
"249","US-Canada Border","08/01/2018 12:00:00 AM","Rail Containers Empty",60159,43834
"248","US-Canada Border","08/01/2018 12:00:00 AM","Train Passengers",55602,21210
"246","US-Mexico Border","08/01/2018 12:00:00 AM","Rail Containers Empty",42889,30965
"247","US-Mexico Border","08/01/2018 12:00:00 AM","Rail Containers Full",40034,27680
"254","US-Mexico Border","08/01/2018 12:00:00 AM","Buses",14961,19713
"256","US-Canada Border","08/01/2018 12:00:00 AM","Buses",9222,11252
"252","US-Canada Border","08/01/2018 12:00:00 AM","Trains",2099,2529
"264","US-Mexico Border","08/01/2018 12:00:00 AM","Trains",928,720
"262","US-Mexico Border","08/01/2018 12:00:00 AM","Train Passengers",909,1036
"271","US-Mexico Border","07/01/2018 12:00:00 AM","Personal Vehicle Passengers",12700131,14118759
"280","US-Mexico Border","07/01/2018 12:00:00 AM","Personal Vehicles",6476572,6544417
"276","US-Canada Border","07/01/2018 12:00:00 AM","Personal Vehicle Passengers",6118700,5558821
"281","US-Mexico Border","07/01/2018 12:00:00 AM","Pedestrians",3916503,3689784
"266","US-Canada Border","07/01/2018 12:00:00 AM","Personal Vehicles",2902555,2653518
"275","US-Mexico Border","07/01/2018 12:00:00 AM","Trucks",514241,394836
"278","US-Canada Border","07/01/2018 12:00:00 AM","Trucks",482545,511206
"268","US-Mexico Border","07/01/2018 12:00:00 AM","Truck Containers Full",370512,249029
"267","US-Canada Border","07/01/2018 12:00:00 AM","Truck Containers Full",362798,382687
"270","US-Mexico Border","07/01/2018 12:00:00 AM","Bus Passengers",256556,245983
"273","US-Canada Border","07/01/2018 12:00:00 AM","Bus Passengers",223674,270704
"277","US-Mexico Border","07/01/2018 12:00:00 AM","Truck Containers Empty",151194,140871
"283","US-Canada Border","07/01/2018 12:00:00 AM","Rail Containers Full",144717,107658
"279","US-Canada Border","07/01/2018 12:00:00 AM","Truck Containers Empty",129790,86939
"265","US-Canada Border","07/01/2018 12:00:00 AM","Pedestrians",80348,46714
"284","US-Canada Border","07/01/2018 12:00:00 AM","Rail Containers Empty",60140,43773
"282","US-Mexico Border","07/01/2018 12:00:00 AM","Rail Containers Empty",48206,30901
"269","US-Canada Border","07/01/2018 12:00:00 AM","Train Passengers",48139,21110
"288","US-Mexico Border","07/01/2018 12:00:00 AM","Rail Containers Full",40489,27633
"285","US-Mexico Border","07/01/2018 12:00:00 AM","Buses",15680,19728
"274","US-Canada Border","07/01/2018 12:00:00 AM","Buses",9385,11259
"272","US-Canada Border","07/01/2018 12:00:00 AM","Trains",1985,2531
"286","US-Mexico Border","07/01/2018 12:00:00 AM","Trains",950,719
"287","US-Mexico Border","07/01/2018 12:00:00 AM","Train Passengers",875,1036
"289","US-Mexico Border","06/01/2018 12:00:00 AM","Personal Vehicle Passengers",11901838,14127000
"303","US-Mexico Border","06/01/2018 12:00:00 AM","Personal Vehicles",6365057,6545083
"291","US-Canada Border","06/01/2018 12:00:00 AM","Personal Vehicle Passengers",4905379,5561250
"295","US-Mexico Border","06/01/2018 12:00:00 AM","Pedestrians",3558082,3690273
"297","US-Canada Border","06/01/2018 12:00:00 AM","Personal Vehicles",2561045,2653862
"306","US-Mexico Border","06/01/2018 12:00:00 AM","Trucks",529177,394336
"290","US-Canada Border","06/01/2018 12:00:00 AM","Trucks",498422,511254
"300","US-Mexico Border","06/01/2018 12:00:00 AM","Truck Containers Full",387382,248515
"293","US-Canada Border","06/01/2018 12:00:00 AM","Truck Containers Full",364267,382755
"305","US-Canada Border","06/01/2018 12:00:00 AM","Bus Passengers",211997,270923
"298","US-Canada Border","06/01/2018 12:00:00 AM","Rail Containers Full",147832,107509
"292","US-Canada Border","06/01/2018 12:00:00 AM","Truck Containers Empty",144777,86724
"299","US-Mexico Border","06/01/2018 12:00:00 AM","Truck Containers Empty",139354,140876
"302","US-Mexico Border","06/01/2018 12:00:00 AM","Bus Passengers",98510,246531
"301","US-Canada Border","06/01/2018 12:00:00 AM","Rail Containers Empty",64970,43695
"307","US-Canada Border","06/01/2018 12:00:00 AM","Pedestrians",62091,46656
"309","US-Mexico Border","06/01/2018 12:00:00 AM","Rail Containers Empty",50368,30829
"312","US-Mexico Border","06/01/2018 12:00:00 AM","Rail Containers Full",44312,27571
"304","US-Canada Border","06/01/2018 12:00:00 AM","Train Passengers",43571,21027
"294","US-Mexico Border","06/01/2018 12:00:00 AM","Buses",14249,19749
"296","US-Canada Border","06/01/2018 12:00:00 AM","Buses",9287,11266
"308","US-Canada Border","06/01/2018 12:00:00 AM","Trains",1981,2533
"310","US-Mexico Border","06/01/2018 12:00:00 AM","Trains",964,718
"311","US-Mexico Border","06/01/2018 12:00:00 AM","Train Passengers",897,1037
"327","US-Mexico Border","05/01/2018 12:00:00 AM","Personal Vehicle Passengers",12425460,14133349
"320","US-Mexico Border","05/01/2018 12:00:00 AM","Personal Vehicles",6723434,6544418
"329","US-Canada Border","05/01/2018 12:00:00 AM","Personal Vehicle Passengers",4365709,5565711
"314","US-Mexico Border","05/01/2018 12:00:00 AM","Pedestrians",3850841,3689674
"316","US-Canada Border","05/01/2018 12:00:00 AM","Personal Vehicles",2378868,2654888
"334","US-Mexico Border","05/01/2018 12:00:00 AM","Trucks",561452,393713
"313","US-Canada Border","05/01/2018 12:00:00 AM","Trucks",524191,511205
"326","US-Mexico Border","05/01/2018 12:00:00 AM","Truck Containers Full",408438,247918
"315","US-Canada Border","05/01/2018 12:00:00 AM","Truck Containers Full",393302,382716
"317","US-Canada Border","05/01/2018 12:00:00 AM","Bus Passengers",197790,271196
"325","US-Canada Border","05/01/2018 12:00:00 AM","Rail Containers Full",152582,107341
"331","US-Mexico Border","05/01/2018 12:00:00 AM","Truck Containers Empty",150480,140841
"322","US-Canada Border","05/01/2018 12:00:00 AM","Truck Containers Empty",142900,86514
"332","US-Mexico Border","05/01/2018 12:00:00 AM","Bus Passengers",108419,247047
"328","US-Canada Border","05/01/2018 12:00:00 AM","Rail Containers Empty",70644,43594
"324","US-Mexico Border","05/01/2018 12:00:00 AM","Rail Containers Empty",53567,30744
"321","US-Canada Border","05/01/2018 12:00:00 AM","Pedestrians",44519,46664
"330","US-Mexico Border","05/01/2018 12:00:00 AM","Rail Containers Full",41851,27517
"323","US-Canada Border","05/01/2018 12:00:00 AM","Train Passengers",26599,21006
"333","US-Mexico Border","05/01/2018 12:00:00 AM","Buses",13097,19774
"318","US-Canada Border","05/01/2018 12:00:00 AM","Buses",8291,11277
"319","US-Canada Border","05/01/2018 12:00:00 AM","Trains",2094,2534
"335","US-Mexico Border","05/01/2018 12:00:00 AM","Trains",948,718
